Ticket_ID,System,Document,Severity,RCA_Category,Manual_Remediation,Timestamp,Business_Impact
INC-10766,Oracle DB,Data sync failure between Oracle DB and Middleware. Reported by monitoring.,High,Sync Agent,Flush sync buffer,2026-02-03 23:00:00,1
INC-10767,Identity Access,Data sync failure between Identity Access and Middleware. Reported by monitoring.,High,Sync Agent,Flush sync buffer,2026-01-16 10:00:00,4
INC-10768,Oracle DB,Data sync failure between Oracle DB and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-03-04 12:00:00,2
INC-10769,Identity Access,Access denied for user in Identity Access. Error code 504.,Medium,Permissions,Update IAM policy for Identity Access,2026-01-27 23:00:00,2
INC-10770,Middleware,Data sync failure between Middleware and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-01-22 22:00:00,4
INC-10771,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Error code 504.,High,Network/DB,Restart Cloud Infrastructure services,2026-03-08 19:00:00,4
INC-10772,Middleware,Connection timeout in Middleware. Urgent help needed.,High,Network/DB,Restart Middleware services,2026-02-22 01:00:00,1
INC-10773,Oracle DB,Latency spike in Oracle DB API. Error code 504.,Low,Performance,Clear cache and monitor,2026-03-02 17:00:00,4
INC-10774,Oracle DB,Access denied for user in Oracle DB. Error code 504.,Medium,Permissions,Update IAM policy for Oracle DB,2026-01-08 23:00:00,4
INC-10775,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Urgent help needed.,High,Network/DB,Restart Cloud Infrastructure services,2026-03-02 11:00:00,2
INC-10776,SAP ERP,Memory limit exceeded in SAP ERP. Reported by monitoring.,Critical,Resource,Scale up SAP ERP instance,2026-03-01 02:00:00,4
INC-10777,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Error code 504.,High,Network/DB,Restart Cloud Infrastructure services,2026-01-20 05:00:00,1
INC-10778,Middleware,Access denied for user in Middleware. Reported by monitoring.,Medium,Permissions,Update IAM policy for Middleware,2026-01-10 00:00:00,2
INC-10779,Identity Access,Connection timeout in Identity Access. Urgent help needed.,High,Network/DB,Restart Identity Access services,2026-01-05 05:00:00,1
INC-10780,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Intermittent issue.,High,Network/DB,Restart Cloud Infrastructure services,2026-01-05 22:00:00,2
INC-10781,Oracle DB,Memory limit exceeded in Oracle DB. Urgent help needed.,Critical,Resource,Scale up Oracle DB instance,2026-03-30 08:00:00,2
INC-10782,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-03-15 15:00:00,2
INC-10783,Identity Access,Memory limit exceeded in Identity Access. Error code 504.,Critical,Resource,Scale up Identity Access instance,2026-01-01 02:00:00,5
INC-10784,Oracle DB,Data sync failure between Oracle DB and Middleware. Error code 504.,High,Sync Agent,Flush sync buffer,2026-01-26 23:00:00,3
INC-10785,Middleware,Latency spike in Middleware API. Error code 504.,Low,Performance,Clear cache and monitor,2026-02-26 02:00:00,3
INC-10786,Identity Access,Access denied for user in Identity Access. Urgent help needed.,Medium,Permissions,Update IAM policy for Identity Access,2026-03-29 20:00:00,1
INC-10787,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-03-23 14:00:00,4
INC-10788,Identity Access,Access denied for user in Identity Access. Intermittent issue.,Medium,Permissions,Update IAM policy for Identity Access,2026-01-23 16:00:00,2
INC-10789,SAP ERP,Access denied for user in SAP ERP. Error code 504.,Medium,Permissions,Update IAM policy for SAP ERP,2026-01-23 04:00:00,4
INC-10790,SAP ERP,Memory limit exceeded in SAP ERP. Reported by monitoring.,Critical,Resource,Scale up SAP ERP instance,2026-02-20 03:00:00,5
INC-10791,Identity Access,Data sync failure between Identity Access and Middleware. Reported by monitoring.,High,Sync Agent,Flush sync buffer,2026-02-04 19:00:00,1
INC-10792,Identity Access,Latency spike in Identity Access API. Intermittent issue.,Low,Performance,Clear cache and monitor,2026-01-29 03:00:00,1
INC-10793,Middleware,Data sync failure between Middleware and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-03-24 17:00:00,3
INC-10794,Middleware,Connection timeout in Middleware. Intermittent issue.,High,Network/DB,Restart Middleware services,2026-03-07 17:00:00,1
INC-10795,Oracle DB,Data sync failure between Oracle DB and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-01-19 13:00:00,3
INC-10796,Cloud Infrastructure,Memory limit exceeded in Cloud Infrastructure. Reported by monitoring.,Critical,Resource,Scale up Cloud Infrastructure instance,2026-03-19 07:00:00,5
INC-10797,Middleware,Memory limit exceeded in Middleware. Intermittent issue.,Critical,Resource,Scale up Middleware instance,2026-01-10 18:00:00,3
INC-10798,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Urgent help needed.,High,Network/DB,Restart Cloud Infrastructure services,2026-01-23 01:00:00,1
INC-10799,Identity Access,Memory limit exceeded in Identity Access. Intermittent issue.,Critical,Resource,Scale up Identity Access instance,2026-03-15 06:00:00,5
INC-10800,Identity Access,Latency spike in Identity Access API. Intermittent issue.,Low,Performance,Clear cache and monitor,2026-01-30 13:00:00,5
INC-10801,Identity Access,Latency spike in Identity Access API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-02-27 04:00:00,1
INC-10802,Oracle DB,Access denied for user in Oracle DB. Error code 504.,Medium,Permissions,Update IAM policy for Oracle DB,2026-02-01 12:00:00,4
INC-10803,Cloud Infrastructure,Access denied for user in Cloud Infrastructure. Urgent help needed.,Medium,Permissions,Update IAM policy for Cloud Infrastructure,2026-01-09 16:00:00,5
INC-10804,SAP ERP,Data sync failure between SAP ERP and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-03-12 22:00:00,2
INC-10805,Identity Access,Connection timeout in Identity Access. Error code 504.,High,Network/DB,Restart Identity Access services,2026-02-01 04:00:00,2
INC-10806,SAP ERP,Data sync failure between SAP ERP and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-02-18 06:00:00,4
INC-10807,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Error code 504.,Low,Performance,Clear cache and monitor,2026-02-07 12:00:00,5
INC-10808,Identity Access,Latency spike in Identity Access API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-02-27 05:00:00,1
INC-10809,SAP ERP,Data sync failure between SAP ERP and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-01-17 08:00:00,4
INC-10810,Oracle DB,Access denied for user in Oracle DB. Intermittent issue.,Medium,Permissions,Update IAM policy for Oracle DB,2026-03-10 01:00:00,4
INC-10811,Cloud Infrastructure,Memory limit exceeded in Cloud Infrastructure. Reported by monitoring.,Critical,Resource,Scale up Cloud Infrastructure instance,2026-03-28 19:00:00,1
INC-10812,Identity Access,Access denied for user in Identity Access. Intermittent issue.,Medium,Permissions,Update IAM policy for Identity Access,2026-02-21 08:00:00,3
INC-10813,Identity Access,Connection timeout in Identity Access. Reported by monitoring.,High,Network/DB,Restart Identity Access services,2026-02-24 03:00:00,3
INC-10814,SAP ERP,Access denied for user in SAP ERP. Reported by monitoring.,Medium,Permissions,Update IAM policy for SAP ERP,2026-01-08 08:00:00,3
INC-10815,Oracle DB,Latency spike in Oracle DB API. Error code 504.,Low,Performance,Clear cache and monitor,2026-03-13 19:00:00,1
INC-10816,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Reported by monitoring.,High,Network/DB,Restart Cloud Infrastructure services,2026-03-24 18:00:00,2
INC-10817,Middleware,Connection timeout in Middleware. Reported by monitoring.,High,Network/DB,Restart Middleware services,2026-01-14 19:00:00,2
INC-10818,Middleware,Latency spike in Middleware API. Intermittent issue.,Low,Performance,Clear cache and monitor,2026-03-23 01:00:00,3
INC-10819,Oracle DB,Data sync failure between Oracle DB and Middleware. Error code 504.,High,Sync Agent,Flush sync buffer,2026-03-14 02:00:00,1
INC-10820,SAP ERP,Connection timeout in SAP ERP. Error code 504.,High,Network/DB,Restart SAP ERP services,2026-02-22 22:00:00,1
INC-10821,Middleware,Memory limit exceeded in Middleware. Intermittent issue.,Critical,Resource,Scale up Middleware instance,2026-03-06 03:00:00,3
INC-10822,Identity Access,Access denied for user in Identity Access. Intermittent issue.,Medium,Permissions,Update IAM policy for Identity Access,2026-03-27 11:00:00,1
INC-10823,Oracle DB,Data sync failure between Oracle DB and Middleware. Error code 504.,High,Sync Agent,Flush sync buffer,2026-03-09 11:00:00,1
INC-10824,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Error code 504.,Low,Performance,Clear cache and monitor,2026-02-09 20:00:00,2
INC-10825,Middleware,Memory limit exceeded in Middleware. Reported by monitoring.,Critical,Resource,Scale up Middleware instance,2026-01-23 10:00:00,2
INC-10826,Middleware,Memory limit exceeded in Middleware. Urgent help needed.,Critical,Resource,Scale up Middleware instance,2026-02-09 09:00:00,2
INC-10827,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Intermittent issue.,High,Network/DB,Restart Cloud Infrastructure services,2026-03-28 20:00:00,5
INC-10828,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Error code 504.,Low,Performance,Clear cache and monitor,2026-03-02 05:00:00,2
INC-10829,SAP ERP,Access denied for user in SAP ERP. Intermittent issue.,Medium,Permissions,Update IAM policy for SAP ERP,2026-02-13 14:00:00,5
INC-10830,SAP ERP,Access denied for user in SAP ERP. Error code 504.,Medium,Permissions,Update IAM policy for SAP ERP,2026-01-28 20:00:00,3
INC-10831,Identity Access,Data sync failure between Identity Access and Middleware. Error code 504.,High,Sync Agent,Flush sync buffer,2026-01-07 19:00:00,5
INC-10832,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-01-17 16:00:00,3
INC-10833,Middleware,Access denied for user in Middleware. Error code 504.,Medium,Permissions,Update IAM policy for Middleware,2026-03-31 15:00:00,2
INC-10834,SAP ERP,Memory limit exceeded in SAP ERP. Urgent help needed.,Critical,Resource,Scale up SAP ERP instance,2026-03-26 22:00:00,3
INC-10835,SAP ERP,Memory limit exceeded in SAP ERP. Reported by monitoring.,Critical,Resource,Scale up SAP ERP instance,2026-01-07 15:00:00,1
INC-10836,Identity Access,Latency spike in Identity Access API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-03-29 19:00:00,4
INC-10837,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-03-02 08:00:00,1
INC-10838,Identity Access,Access denied for user in Identity Access. Urgent help needed.,Medium,Permissions,Update IAM policy for Identity Access,2026-03-02 21:00:00,5
INC-10839,SAP ERP,Latency spike in SAP ERP API. Error code 504.,Low,Performance,Clear cache and monitor,2026-02-02 10:00:00,1
INC-10840,Identity Access,Memory limit exceeded in Identity Access. Intermittent issue.,Critical,Resource,Scale up Identity Access instance,2026-03-23 03:00:00,1
INC-10841,SAP ERP,Memory limit exceeded in SAP ERP. Reported by monitoring.,Critical,Resource,Scale up SAP ERP instance,2026-03-22 04:00:00,1
INC-10842,Middleware,Connection timeout in Middleware. Urgent help needed.,High,Network/DB,Restart Middleware services,2026-01-18 13:00:00,2
INC-10843,SAP ERP,Access denied for user in SAP ERP. Reported by monitoring.,Medium,Permissions,Update IAM policy for SAP ERP,2026-02-09 08:00:00,4
INC-10844,Cloud Infrastructure,Memory limit exceeded in Cloud Infrastructure. Intermittent issue.,Critical,Resource,Scale up Cloud Infrastructure instance,2026-03-14 18:00:00,2
INC-10845,Oracle DB,Data sync failure between Oracle DB and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-02-09 17:00:00,3
INC-10846,Middleware,Access denied for user in Middleware. Reported by monitoring.,Medium,Permissions,Update IAM policy for Middleware,2026-03-26 15:00:00,5
INC-10847,Cloud Infrastructure,Access denied for user in Cloud Infrastructure. Error code 504.,Medium,Permissions,Update IAM policy for Cloud Infrastructure,2026-01-15 18:00:00,3
INC-10848,Oracle DB,Access denied for user in Oracle DB. Reported by monitoring.,Medium,Permissions,Update IAM policy for Oracle DB,2026-03-18 23:00:00,2
INC-10849,SAP ERP,Connection timeout in SAP ERP. Intermittent issue.,High,Network/DB,Restart SAP ERP services,2026-03-05 21:00:00,4
INC-10850,Middleware,Data sync failure between Middleware and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-03-14 05:00:00,3
INC-10851,Oracle DB,Latency spike in Oracle DB API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-03-28 14:00:00,2
INC-10852,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Error code 504.,Low,Performance,Clear cache and monitor,2026-02-21 17:00:00,4
INC-10853,Oracle DB,Access denied for user in Oracle DB. Urgent help needed.,Medium,Permissions,Update IAM policy for Oracle DB,2026-02-01 04:00:00,4
INC-10854,Oracle DB,Connection timeout in Oracle DB. Urgent help needed.,High,Network/DB,Restart Oracle DB services,2026-01-24 21:00:00,2
INC-10855,Cloud Infrastructure,Memory limit exceeded in Cloud Infrastructure. Urgent help needed.,Critical,Resource,Scale up Cloud Infrastructure instance,2026-02-22 01:00:00,3
INC-10856,SAP ERP,Memory limit exceeded in SAP ERP. Urgent help needed.,Critical,Resource,Scale up SAP ERP instance,2026-01-07 14:00:00,5
INC-10857,Oracle DB,Access denied for user in Oracle DB. Intermittent issue.,Medium,Permissions,Update IAM policy for Oracle DB,2026-02-03 12:00:00,4
INC-10858,Identity Access,Access denied for user in Identity Access. Intermittent issue.,Medium,Permissions,Update IAM policy for Identity Access,2026-02-02 10:00:00,5
INC-10859,Oracle DB,Data sync failure between Oracle DB and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-02-09 06:00:00,1
INC-10860,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-01-27 21:00:00,2
INC-10861,SAP ERP,Connection timeout in SAP ERP. Urgent help needed.,High,Network/DB,Restart SAP ERP services,2026-02-18 01:00:00,2
INC-10862,Middleware,Connection timeout in Middleware. Urgent help needed.,High,Network/DB,Restart Middleware services,2026-02-01 06:00:00,3
INC-10863,Middleware,Connection timeout in Middleware. Error code 504.,High,Network/DB,Restart Middleware services,2026-02-17 22:00:00,3
INC-10864,Oracle DB,Latency spike in Oracle DB API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-03-25 11:00:00,4
INC-10865,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Reported by monitoring.,High,Network/DB,Restart Cloud Infrastructure services,2026-03-29 09:00:00,1
INC-10866,Middleware,Access denied for user in Middleware. Intermittent issue.,Medium,Permissions,Update IAM policy for Middleware,2026-01-08 12:00:00,4
INC-10867,SAP ERP,Latency spike in SAP ERP API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-01-06 01:00:00,1
INC-10868,Middleware,Memory limit exceeded in Middleware. Reported by monitoring.,Critical,Resource,Scale up Middleware instance,2026-01-31 19:00:00,3
INC-10869,Identity Access,Access denied for user in Identity Access. Reported by monitoring.,Medium,Permissions,Update IAM policy for Identity Access,2026-03-13 23:00:00,3
INC-10870,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-01-28 11:00:00,5
INC-10871,SAP ERP,Connection timeout in SAP ERP. Error code 504.,High,Network/DB,Restart SAP ERP services,2026-01-17 06:00:00,1
INC-10872,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-01-13 16:00:00,3
INC-10873,Oracle DB,Data sync failure between Oracle DB and Middleware. Error code 504.,High,Sync Agent,Flush sync buffer,2026-01-14 13:00:00,5
INC-10874,Identity Access,Connection timeout in Identity Access. Error code 504.,High,Network/DB,Restart Identity Access services,2026-01-25 02:00:00,5
INC-10875,Cloud Infrastructure,Memory limit exceeded in Cloud Infrastructure. Intermittent issue.,Critical,Resource,Scale up Cloud Infrastructure instance,2026-01-08 02:00:00,5
INC-10876,Oracle DB,Access denied for user in Oracle DB. Urgent help needed.,Medium,Permissions,Update IAM policy for Oracle DB,2026-03-31 13:00:00,2
INC-10877,Oracle DB,Connection timeout in Oracle DB. Urgent help needed.,High,Network/DB,Restart Oracle DB services,2026-02-22 09:00:00,2
INC-10878,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Intermittent issue.,High,Network/DB,Restart Cloud Infrastructure services,2026-03-04 17:00:00,3
INC-10879,SAP ERP,Data sync failure between SAP ERP and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-03-14 23:00:00,3
INC-10880,Middleware,Memory limit exceeded in Middleware. Error code 504.,Critical,Resource,Scale up Middleware instance,2026-03-26 05:00:00,2
INC-10881,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-01-09 03:00:00,1
INC-10882,Middleware,Data sync failure between Middleware and Middleware. Error code 504.,High,Sync Agent,Flush sync buffer,2026-03-22 20:00:00,2
INC-10883,Cloud Infrastructure,Memory limit exceeded in Cloud Infrastructure. Urgent help needed.,Critical,Resource,Scale up Cloud Infrastructure instance,2026-04-01 05:00:00,5
INC-10884,SAP ERP,Access denied for user in SAP ERP. Urgent help needed.,Medium,Permissions,Update IAM policy for SAP ERP,2026-01-28 18:00:00,1
INC-10885,Identity Access,Memory limit exceeded in Identity Access. Reported by monitoring.,Critical,Resource,Scale up Identity Access instance,2026-02-11 03:00:00,5
INC-10886,SAP ERP,Access denied for user in SAP ERP. Urgent help needed.,Medium,Permissions,Update IAM policy for SAP ERP,2026-03-16 10:00:00,2
INC-10887,Middleware,Latency spike in Middleware API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-03-07 07:00:00,4
INC-10888,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Intermittent issue.,Low,Performance,Clear cache and monitor,2026-02-05 18:00:00,3
INC-10889,Oracle DB,Latency spike in Oracle DB API. Intermittent issue.,Low,Performance,Clear cache and monitor,2026-03-25 19:00:00,1
INC-10890,Oracle DB,Data sync failure between Oracle DB and Middleware. Reported by monitoring.,High,Sync Agent,Flush sync buffer,2026-02-27 13:00:00,5
INC-10891,Middleware,Connection timeout in Middleware. Error code 504.,High,Network/DB,Restart Middleware services,2026-03-24 23:00:00,5
INC-10892,Identity Access,Data sync failure between Identity Access and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-01-20 15:00:00,2
INC-10893,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Error code 504.,High,Network/DB,Restart Cloud Infrastructure services,2026-01-26 11:00:00,4
INC-10894,SAP ERP,Access denied for user in SAP ERP. Urgent help needed.,Medium,Permissions,Update IAM policy for SAP ERP,2026-02-05 04:00:00,1
INC-10895,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Error code 504.,High,Network/DB,Restart Cloud Infrastructure services,2026-01-14 14:00:00,1
INC-10896,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Intermittent issue.,High,Network/DB,Restart Cloud Infrastructure services,2026-01-24 16:00:00,4
INC-10897,Oracle DB,Connection timeout in Oracle DB. Urgent help needed.,High,Network/DB,Restart Oracle DB services,2026-01-06 10:00:00,5
INC-10898,Cloud Infrastructure,Memory limit exceeded in Cloud Infrastructure. Reported by monitoring.,Critical,Resource,Scale up Cloud Infrastructure instance,2026-03-10 22:00:00,2
INC-10899,Middleware,Access denied for user in Middleware. Reported by monitoring.,Medium,Permissions,Update IAM policy for Middleware,2026-01-13 12:00:00,4
INC-10900,Oracle DB,Data sync failure between Oracle DB and Middleware. Reported by monitoring.,High,Sync Agent,Flush sync buffer,2026-02-18 22:00:00,4
INC-10901,Middleware,Data sync failure between Middleware and Middleware. Error code 504.,High,Sync Agent,Flush sync buffer,2026-02-04 22:00:00,4
INC-10902,Middleware,Data sync failure between Middleware and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-01-31 22:00:00,4
INC-10903,Identity Access,Latency spike in Identity Access API. Error code 504.,Low,Performance,Clear cache and monitor,2026-02-03 00:00:00,2
INC-10904,Middleware,Data sync failure between Middleware and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-02-10 11:00:00,5
INC-10905,Cloud Infrastructure,Memory limit exceeded in Cloud Infrastructure. Error code 504.,Critical,Resource,Scale up Cloud Infrastructure instance,2026-03-13 07:00:00,4
INC-10906,Middleware,Access denied for user in Middleware. Reported by monitoring.,Medium,Permissions,Update IAM policy for Middleware,2026-01-31 09:00:00,4
INC-10907,SAP ERP,Connection timeout in SAP ERP. Intermittent issue.,High,Network/DB,Restart SAP ERP services,2026-02-12 17:00:00,5
INC-10908,Identity Access,Data sync failure between Identity Access and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-01-25 15:00:00,4
INC-10909,SAP ERP,Connection timeout in SAP ERP. Urgent help needed.,High,Network/DB,Restart SAP ERP services,2026-02-15 17:00:00,1
INC-10910,Oracle DB,Latency spike in Oracle DB API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-03-26 13:00:00,1
INC-10911,Middleware,Latency spike in Middleware API. Error code 504.,Low,Performance,Clear cache and monitor,2026-02-27 20:00:00,4
INC-10912,Oracle DB,Connection timeout in Oracle DB. Urgent help needed.,High,Network/DB,Restart Oracle DB services,2026-03-16 16:00:00,5
INC-10913,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Error code 504.,High,Sync Agent,Flush sync buffer,2026-03-12 02:00:00,4
INC-10914,SAP ERP,Latency spike in SAP ERP API. Intermittent issue.,Low,Performance,Clear cache and monitor,2026-03-26 04:00:00,4
INC-10915,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-02-26 06:00:00,4
INC-10916,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-02-14 08:00:00,1
INC-10917,Middleware,Latency spike in Middleware API. Error code 504.,Low,Performance,Clear cache and monitor,2026-03-31 17:00:00,3
INC-10918,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-01-05 06:00:00,1
INC-10919,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-03-31 01:00:00,2
INC-10920,SAP ERP,Connection timeout in SAP ERP. Urgent help needed.,High,Network/DB,Restart SAP ERP services,2026-01-24 05:00:00,4
INC-10921,Middleware,Memory limit exceeded in Middleware. Reported by monitoring.,Critical,Resource,Scale up Middleware instance,2026-01-09 05:00:00,5
INC-10922,SAP ERP,Memory limit exceeded in SAP ERP. Error code 504.,Critical,Resource,Scale up SAP ERP instance,2026-03-01 10:00:00,5
INC-10923,Oracle DB,Access denied for user in Oracle DB. Reported by monitoring.,Medium,Permissions,Update IAM policy for Oracle DB,2026-03-17 09:00:00,1
INC-10924,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Error code 504.,Low,Performance,Clear cache and monitor,2026-03-11 11:00:00,2
INC-10925,SAP ERP,Latency spike in SAP ERP API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-03-31 20:00:00,4
INC-10926,Identity Access,Access denied for user in Identity Access. Reported by monitoring.,Medium,Permissions,Update IAM policy for Identity Access,2026-03-16 05:00:00,5
INC-10927,Oracle DB,Connection timeout in Oracle DB. Error code 504.,High,Network/DB,Restart Oracle DB services,2026-03-08 15:00:00,1
INC-10928,Identity Access,Access denied for user in Identity Access. Intermittent issue.,Medium,Permissions,Update IAM policy for Identity Access,2026-02-16 22:00:00,1
INC-10929,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Error code 504.,Low,Performance,Clear cache and monitor,2026-03-04 12:00:00,3
INC-10930,Identity Access,Connection timeout in Identity Access. Error code 504.,High,Network/DB,Restart Identity Access services,2026-03-05 07:00:00,5
INC-10931,Oracle DB,Data sync failure between Oracle DB and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-01-23 14:00:00,2
INC-10932,Cloud Infrastructure,Memory limit exceeded in Cloud Infrastructure. Urgent help needed.,Critical,Resource,Scale up Cloud Infrastructure instance,2026-01-18 19:00:00,2
INC-10933,Oracle DB,Access denied for user in Oracle DB. Urgent help needed.,Medium,Permissions,Update IAM policy for Oracle DB,2026-01-10 10:00:00,1
INC-10934,Middleware,Data sync failure between Middleware and Middleware. Error code 504.,High,Sync Agent,Flush sync buffer,2026-01-21 00:00:00,3
INC-10935,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-02-27 16:00:00,1
INC-10936,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Reported by monitoring.,High,Network/DB,Restart Cloud Infrastructure services,2026-01-29 14:00:00,5
INC-10937,SAP ERP,Connection timeout in SAP ERP. Error code 504.,High,Network/DB,Restart SAP ERP services,2026-04-01 02:00:00,3
INC-10938,Oracle DB,Access denied for user in Oracle DB. Intermittent issue.,Medium,Permissions,Update IAM policy for Oracle DB,2026-03-23 05:00:00,1
INC-10939,Cloud Infrastructure,Memory limit exceeded in Cloud Infrastructure. Reported by monitoring.,Critical,Resource,Scale up Cloud Infrastructure instance,2026-02-19 12:00:00,2
INC-10940,Identity Access,Data sync failure between Identity Access and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-01-31 19:00:00,5
INC-10941,SAP ERP,Latency spike in SAP ERP API. Error code 504.,Low,Performance,Clear cache and monitor,2026-03-01 19:00:00,4
INC-10942,Middleware,Latency spike in Middleware API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-01-23 00:00:00,1
INC-10943,Identity Access,Memory limit exceeded in Identity Access. Reported by monitoring.,Critical,Resource,Scale up Identity Access instance,2026-03-06 01:00:00,5
INC-10944,Middleware,Latency spike in Middleware API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-03-24 13:00:00,5
INC-10945,Oracle DB,Memory limit exceeded in Oracle DB. Error code 504.,Critical,Resource,Scale up Oracle DB instance,2026-02-13 14:00:00,2
INC-10946,Middleware,Latency spike in Middleware API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-01-17 05:00:00,1
INC-10947,Identity Access,Memory limit exceeded in Identity Access. Urgent help needed.,Critical,Resource,Scale up Identity Access instance,2026-01-10 04:00:00,1
INC-10948,Identity Access,Latency spike in Identity Access API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-02-05 02:00:00,4
INC-10949,SAP ERP,Access denied for user in SAP ERP. Intermittent issue.,Medium,Permissions,Update IAM policy for SAP ERP,2026-01-04 17:00:00,4
INC-10950,Middleware,Connection timeout in Middleware. Urgent help needed.,High,Network/DB,Restart Middleware services,2026-02-07 14:00:00,2
INC-10951,Identity Access,Connection timeout in Identity Access. Intermittent issue.,High,Network/DB,Restart Identity Access services,2026-03-16 12:00:00,5
INC-10952,Oracle DB,Latency spike in Oracle DB API. Intermittent issue.,Low,Performance,Clear cache and monitor,2026-03-06 18:00:00,5
INC-10953,Identity Access,Data sync failure between Identity Access and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-02-12 08:00:00,5
INC-10954,Oracle DB,Memory limit exceeded in Oracle DB. Error code 504.,Critical,Resource,Scale up Oracle DB instance,2026-01-23 17:00:00,3
INC-10955,Oracle DB,Memory limit exceeded in Oracle DB. Error code 504.,Critical,Resource,Scale up Oracle DB instance,2026-01-06 00:00:00,1
INC-10956,Oracle DB,Memory limit exceeded in Oracle DB. Urgent help needed.,Critical,Resource,Scale up Oracle DB instance,2026-02-19 18:00:00,1
